AssignmentID,EmployeeID,ProjectID,AllocationPercent,AssignmentStart,AssignmentEnd,Status
11133,EMP0033486,PRJ00277,70,2025-10-07,,Assigned
11134,EMP0033486,PRJ00390,30,2026-05-27,,Assigned
11135,EMP0029032,PRJ00380,60,2025-08-12,,Assigned
11136,EMP0029032,PRJ00466,40,2025-04-11,,Assigned
11137,EMP0063457,PRJ00377,50,2025-07-07,,Assigned
11138,EMP0063457,PRJ00557,50,2026-06-04,,Assigned
11139,EMP0060082,PRJ00318,100,2025-08-11,,Assigned
11140,EMP0020541,PRJ00427,50,2025-05-11,,Assigned
11141,EMP0020541,PRJ00527,50,2025-08-20,,Assigned
11142,EMP0006768,PRJ00316,100,2025-11-05,,Assigned
11143,EMP0096034,PRJ00583,100,2026-04-23,,Assigned
11144,EMP0042715,PRJ00347,70,2025-08-07,,Assigned
11145,EMP0042715,PRJ00606,30,2025-07-01,,Assigned
11146,EMP0092833,PRJ00644,100,2025-08-08,,Assigned
11147,EMP0053704,PRJ00678,50,2026-06-18,,Assigned
11148,EMP0053704,PRJ00683,50,2025-11-19,,Assigned
11149,EMP0035243,PRJ00695,100,2025-10-11,,Assigned
11150,EMP0052331,PRJ00409,100,2025-12-19,,Assigned
11151,EMP0043671,PRJ00438,100,2025-11-25,,Assigned
11152,EMP0048273,PRJ00572,70,2025-06-28,,Assigned
11153,EMP0048273,PRJ00630,30,2025-07-18,,Assigned
11154,EMP0014623,PRJ00524,100,2025-06-13,,Assigned
11155,EMP0078049,PRJ00745,60,2025-11-14,,Assigned
11156,EMP0078049,PRJ00763,40,2025-11-11,,Assigned
11157,EMP0030967,PRJ00698,60,2025-06-20,,Assigned
11158,EMP0030967,PRJ00589,40,2025-05-29,,Assigned
11159,EMP0040596,PRJ00825,100,2026-02-05,,Assigned
11160,EMP0057994,PRJ00829,100,2025-12-22,,Assigned
11161,EMP0091674,PRJ00289,70,2025-11-09,,Assigned
11162,EMP0091674,PRJ00716,30,2026-06-23,,Assigned
11163,EMP0082724,PRJ00664,100,2026-05-01,,Assigned
11164,EMP0013550,PRJ00784,100,2025-06-20,,Assigned
11165,EMP0030907,PRJ00740,100,2026-04-20,,Assigned
11166,EMP0054696,PRJ00835,50,2025-11-03,,Assigned
11167,EMP0054696,PRJ00849,25,2025-05-30,,Assigned
11168,EMP0054696,PRJ00710,25,2026-05-15,,Assigned
11169,EMP0041536,PRJ00836,50,2025-08-01,,Assigned
11170,EMP0041536,PRJ00887,25,2026-01-02,,Assigned
11171,EMP0041536,PRJ00869,25,2026-05-10,,Assigned
11172,EMP0096623,PRJ00779,60,2026-08-03,,Assigned
11173,EMP0096623,PRJ00901,40,2025-06-19,,Assigned
11174,EMP0073573,PRJ00862,100,2026-08-10,,Assigned
11175,EMP0094273,PRJ00966,100,2025-06-17,,Assigned
11176,EMP0015034,PRJ00733,100,2026-03-23,,Assigned
11177,EMP0049882,PRJ00954,100,2025-05-21,,Assigned
11178,EMP0088564,PRJ00908,100,2025-11-06,,Assigned
11179,EMP0093114,PRJ00843,40,2025-03-31,,Assigned
11180,EMP0093114,PRJ00894,30,2026-05-28,,Assigned
11181,EMP0093114,PRJ00009,30,2025-05-18,,Assigned
11182,EMP0009288,PRJ00995,50,2025-08-17,,Assigned
11183,EMP0009288,PRJ00991,50,2025-09-26,,Assigned
11184,EMP0022270,PRJ00871,70,2026-04-17,,Assigned
11185,EMP0022270,PRJ00692,30,2026-08-14,,Assigned
11186,EMP0063442,PRJ00047,50,2025-11-30,,Assigned
11187,EMP0063442,PRJ00084,30,2025-07-17,,Assigned
11188,EMP0063442,PRJ00880,20,2026-03-01,,Assigned
11189,EMP0096639,PRJ00073,100,2026-05-09,,Assigned
11190,EMP0038566,PRJ00135,100,2026-04-21,,Assigned
11191,EMP0002170,PRJ00157,100,2025-05-04,,Assigned
11192,EMP0072310,PRJ00994,100,2025-08-06,,Assigned
11193,EMP0042671,PRJ00051,60,2026-04-14,,Assigned
11194,EMP0042671,PRJ00854,40,2026-01-27,,Assigned
11195,EMP0000812,PRJ00120,70,2026-02-21,,Assigned
11196,EMP0000812,PRJ00056,30,2026-03-14,,Assigned
11197,EMP0077264,PRJ00001,100,2026-08-02,,Assigned
11198,EMP0041451,PRJ00152,100,2025-03-27,,Assigned
11199,EMP0016829,PRJ00177,70,2025-12-03,,Assigned
11200,EMP0016829,PRJ00220,30,2025-04-20,,Assigned
11201,EMP0050093,PRJ00176,100,2026-05-19,,Assigned
11202,EMP0059234,PRJ00209,100,2025-12-26,,Assigned
11203,EMP0020379,PRJ00180,100,2025-08-26,,Assigned
11204,EMP0037087,PRJ00201,100,2025-04-16,,Assigned
11205,EMP0090098,PRJ00041,70,2025-12-31,,Assigned
11206,EMP0090098,PRJ00136,30,2025-03-26,,Assigned
11207,EMP0092424,PRJ00230,50,2025-09-03,,Assigned
11208,EMP0092424,PRJ00256,50,2025-07-06,,Assigned
11209,EMP0054985,PRJ00282,70,2025-07-08,,Assigned
11210,EMP0054985,PRJ00277,30,2025-10-07,,Assigned
11211,EMP0055685,PRJ00184,40,2025-10-08,,Assigned
11212,EMP0055685,PRJ00347,30,2025-08-07,,Assigned
11213,EMP0055685,PRJ00307,30,2025-08-21,,Assigned
11214,EMP0070014,PRJ00248,50,2025-07-03,,Assigned
11215,EMP0070014,PRJ00318,50,2025-08-11,,Assigned
11216,EMP0036286,PRJ00289,100,2025-11-09,,Assigned
11217,EMP0068128,PRJ00377,60,2025-07-07,,Assigned
11218,EMP0068128,PRJ00340,40,2025-12-07,,Assigned
11219,EMP0055000,PRJ00251,60,2025-11-04,,Assigned
11220,EMP0055000,PRJ00316,40,2025-11-05,,Assigned
11221,EMP0027602,PRJ00237,100,2026-07-24,,Assigned
11222,EMP0072322,PRJ00349,70,2025-11-15,,Assigned
11223,EMP0072322,PRJ00524,30,2025-06-13,,Assigned
11224,EMP0049264,PRJ00363,100,2026-01-23,,Assigned
11225,EMP0059631,PRJ00241,100,2025-11-19,,Assigned
11226,EMP0078675,PRJ00390,100,2026-05-27,,Assigned
11227,EMP0002449,PRJ00466,100,2025-04-11,,Assigned
11228,EMP0069617,PRJ00585,100,2026-06-30,,Assigned
11229,EMP0006905,PRJ00557,100,2026-06-04,,Assigned
11230,EMP0039810,PRJ00527,100,2025-08-20,,Assigned
11231,EMP0073150,PRJ00409,100,2025-12-19,,Assigned
11232,EMP0014689,PRJ00589,100,2025-05-29,,Assigned
11233,EMP0046944,PRJ00606,100,2025-07-01,,Assigned
11234,EMP0057461,PRJ00380,100,2025-08-12,,Assigned
11235,EMP0000468,PRJ00405,100,2025-12-12,,Assigned
11236,EMP0018653,PRJ00572,50,2025-06-28,,Assigned
11237,EMP0018653,PRJ00630,25,2025-07-18,,Assigned
11238,EMP0018653,PRJ00678,25,2026-06-18,,Assigned
11239,EMP0007284,PRJ00427,50,2025-05-11,,Assigned
11240,EMP0007284,PRJ00695,50,2025-10-11,,Assigned
11241,EMP0013641,PRJ00664,100,2026-05-01,,Assigned
11242,EMP0089635,PRJ00716,50,2026-06-23,,Assigned
11243,EMP0089635,PRJ00733,50,2026-03-23,,Assigned
11244,EMP0063994,PRJ00438,50,2025-11-25,,Assigned
11245,EMP0063994,PRJ00644,50,2025-08-08,,Assigned
11246,EMP0003229,PRJ00683,100,2025-11-19,,Assigned
11247,EMP0054108,PRJ00745,100,2025-11-14,,Assigned
11248,EMP0071606,PRJ00784,70,2025-06-20,,Assigned
11249,EMP0071606,PRJ00740,30,2026-04-20,,Assigned
11250,EMP0019432,PRJ00779,100,2026-08-03,,Assigned
11251,EMP0007263,PRJ00829,100,2025-12-22,,Assigned
11252,EMP0027320,PRJ00825,100,2026-02-05,,Assigned
11253,EMP0004615,PRJ00710,100,2026-05-15,,Assigned
11254,EMP0088215,PRJ00854,100,2026-01-27,,Assigned
11255,EMP0019725,PRJ00862,100,2026-08-10,,Assigned
11256,EMP0087150,PRJ00692,100,2026-08-14,,Assigned
11257,EMP0015347,PRJ00698,100,2025-06-20,,Assigned
11258,EMP0020338,PRJ00843,100,2025-03-31,,Assigned
11259,EMP0092779,PRJ00835,100,2025-11-03,,Assigned
11260,EMP0064633,PRJ00763,70,2025-11-11,,Assigned
11261,EMP0064633,PRJ00894,30,2026-05-28,,Assigned
11262,EMP0004356,PRJ00583,100,2026-04-23,,Assigned
11263,EMP0019229,PRJ00901,40,2025-06-19,,Assigned
11264,EMP0019229,PRJ00869,30,2026-05-10,,Assigned
11265,EMP0019229,PRJ00849,30,2025-05-30,,Assigned
11266,EMP0016519,PRJ00908,100,2025-11-06,,Assigned
11267,EMP0047389,PRJ00994,100,2025-08-06,,Assigned
11268,EMP0068079,PRJ00966,100,2025-06-17,,Assigned
11269,EMP0021698,PRJ00009,100,2025-05-18,,Assigned
11270,EMP0090731,PRJ00041,100,2025-12-31,,Assigned
11271,EMP0070480,PRJ00871,100,2026-04-17,,Assigned
11272,EMP0099584,PRJ00887,100,2026-01-02,,Assigned
11273,EMP0046874,PRJ00056,100,2026-03-14,,Assigned
11274,EMP0018107,PRJ00954,100,2025-05-21,,Assigned
11275,EMP0019979,PRJ00084,50,2025-07-17,,Assigned
11276,EMP0019979,PRJ00135,50,2026-04-21,,Assigned
11277,EMP0056215,PRJ00136,100,2025-03-26,,Assigned
11278,EMP0044786,PRJ00047,100,2025-11-30,,Assigned
11279,EMP0028500,PRJ00157,100,2025-05-04,,Assigned
11280,EMP0028414,PRJ00051,100,2026-04-14,,Assigned
11281,EMP0063295,PRJ00880,50,2026-03-01,,Assigned
11282,EMP0063295,PRJ00836,50,2025-08-01,,Assigned
11283,EMP0087322,PRJ00176,100,2026-05-19,,Assigned
11284,EMP0015893,PRJ00120,100,2026-02-21,,Assigned
11285,EMP0044850,PRJ00991,100,2025-09-26,,Assigned
11286,EMP0006607,PRJ00220,100,2025-04-20,,Assigned
11287,EMP0020527,PRJ00230,100,2025-09-03,,Assigned
11288,EMP0000379,PRJ00201,100,2025-04-16,,Assigned
11289,EMP0092773,PRJ00180,100,2025-08-26,,Assigned
11290,EMP0053628,PRJ00248,50,2025-07-03,,Assigned
11291,EMP0053628,PRJ00209,50,2025-12-26,,Assigned
11292,EMP0028733,PRJ00237,100,2026-07-24,,Assigned
11293,EMP0076529,PRJ00177,100,2025-12-03,,Assigned
11294,EMP0061572,PRJ00241,100,2025-11-19,,Assigned
11295,EMP0090971,PRJ00277,50,2025-10-07,,Assigned
11296,EMP0090971,PRJ00307,25,2025-08-21,,Assigned
11297,EMP0090971,PRJ00316,25,2025-11-05,,Assigned
11298,EMP0066816,PRJ00152,70,2025-03-27,,Assigned
11299,EMP0066816,PRJ00289,30,2025-11-09,,Assigned
11300,EMP0036812,PRJ00995,60,2025-08-17,,Assigned
11301,EMP0036812,PRJ00251,40,2025-11-04,,Assigned
11302,EMP0005184,PRJ00073,100,2026-05-09,,Assigned
11303,EMP0029190,PRJ00001,50,2026-08-02,,Assigned
11304,EMP0029190,PRJ00282,50,2025-07-08,,Assigned
11305,EMP0011894,PRJ00340,50,2025-12-07,,Assigned
11306,EMP0011894,PRJ00349,30,2025-11-15,,Assigned
11307,EMP0011894,PRJ00409,20,2025-12-19,,Assigned
11308,EMP0003391,PRJ00380,50,2025-08-12,,Assigned
11309,EMP0003391,PRJ00438,30,2025-11-25,,Assigned
11310,EMP0003391,PRJ00390,20,2026-05-27,,Assigned
11311,EMP0087843,PRJ00427,100,2025-05-11,,Assigned
11312,EMP0048249,PRJ00466,50,2025-04-11,,Assigned
11313,EMP0048249,PRJ00557,50,2026-06-04,,Assigned
11314,EMP0003916,PRJ00377,100,2025-07-07,,Assigned
11315,EMP0007446,PRJ00184,60,2025-10-08,,Assigned
11316,EMP0007446,PRJ00527,40,2025-08-20,,Assigned
11317,EMP0057494,PRJ00572,60,2025-06-28,,Assigned
11318,EMP0057494,PRJ00583,40,2026-04-23,,Assigned
11319,EMP0079318,PRJ00318,100,2025-08-11,,Assigned
11320,EMP0043549,PRJ00524,100,2025-06-13,,Assigned
11321,EMP0009932,PRJ00347,100,2025-08-07,,Assigned
11322,EMP0055227,PRJ00630,100,2025-07-18,,Assigned
11323,EMP0022293,PRJ00606,100,2025-07-01,,Assigned
11324,EMP0039177,PRJ00585,100,2026-06-30,,Assigned
11325,EMP0009023,PRJ00405,100,2025-12-12,,Assigned
11326,EMP0001840,PRJ00363,100,2026-01-23,,Assigned
11327,EMP0008053,PRJ00695,40,2025-10-11,,Assigned
11328,EMP0008053,PRJ00256,30,2025-07-06,,Assigned
11329,EMP0008053,PRJ00683,30,2025-11-19,,Assigned
11330,EMP0069931,PRJ00733,100,2026-03-23,,Assigned
11331,EMP0030854,PRJ00698,100,2025-06-20,,Assigned
11332,EMP0072935,PRJ00763,50,2025-11-11,,Assigned
11333,EMP0072935,PRJ00716,50,2026-06-23,,Assigned
11334,EMP0048535,PRJ00589,100,2025-05-29,,Assigned
11335,EMP0037572,PRJ00710,100,2026-05-15,,Assigned
11336,EMP0077231,PRJ00825,100,2026-02-05,,Assigned
11337,EMP0060460,PRJ00784,40,2025-06-20,,Assigned
11338,EMP0060460,PRJ00779,30,2026-08-03,,Assigned
11339,EMP0060460,PRJ00664,30,2026-05-01,,Assigned
11340,EMP0010160,PRJ00843,100,2025-03-31,,Assigned
11341,EMP0008844,PRJ00835,50,2025-11-03,,Assigned
11342,EMP0008844,PRJ00692,30,2026-08-14,,Assigned
11343,EMP0008844,PRJ00740,20,2026-04-20,,Assigned
11344,EMP0029848,PRJ00829,100,2025-12-22,,Assigned
11345,EMP0041663,PRJ00880,100,2026-03-01,,Assigned
11346,EMP0034575,PRJ00887,60,2026-01-02,,Assigned
11347,EMP0034575,PRJ00678,40,2026-06-18,,Assigned
11348,EMP0017870,PRJ00901,100,2025-06-19,,Assigned
11349,EMP0088370,PRJ00871,100,2026-04-17,,Assigned
11350,EMP0050991,PRJ00644,100,2025-08-08,,Assigned
11351,EMP0045447,PRJ00854,50,2026-01-27,,Assigned
11352,EMP0045447,PRJ00849,30,2025-05-30,,Assigned
11353,EMP0045447,PRJ00745,20,2025-11-14,,Assigned
11354,EMP0086965,PRJ00991,60,2025-09-26,,Assigned
11355,EMP0086965,PRJ00995,40,2025-08-17,,Assigned
11356,EMP0057688,PRJ00894,100,2026-05-28,,Assigned
11357,EMP0031703,PRJ00869,100,2026-05-10,,Assigned
11358,EMP0046214,PRJ00047,100,2025-11-30,,Assigned
11359,EMP0005727,PRJ00954,100,2025-05-21,,Assigned
11360,EMP0071895,PRJ00056,100,2026-03-14,,Assigned
11361,EMP0094903,PRJ00908,50,2025-11-06,,Assigned
11362,EMP0094903,PRJ00051,25,2026-04-14,,Assigned
11363,EMP0094903,PRJ00041,25,2025-12-31,,Assigned
11364,EMP0012797,PRJ00994,100,2025-08-06,,Assigned
11365,EMP0049410,PRJ00001,100,2026-08-02,,Assigned
11366,EMP0003710,PRJ00009,100,2025-05-18,,Assigned
11367,EMP0049255,PRJ00836,60,2025-08-01,,Assigned
11368,EMP0049255,PRJ00862,40,2026-08-10,,Assigned
11369,EMP0076443,PRJ00120,70,2026-02-21,,Assigned
11370,EMP0076443,PRJ00084,30,2025-07-17,,Assigned
11371,EMP0055718,PRJ00157,70,2025-05-04,,Assigned
11372,EMP0055718,PRJ00152,30,2025-03-27,,Assigned
11373,EMP0018255,PRJ00966,100,2025-06-17,,Assigned
11374,EMP0024252,PRJ00209,100,2025-12-26,,Assigned
11375,EMP0069125,PRJ00177,70,2025-12-03,,Assigned
11376,EMP0069125,PRJ00201,30,2025-04-16,,Assigned
11377,EMP0007862,PRJ00136,100,2025-03-26,,Assigned
11378,EMP0089838,PRJ00248,100,2025-07-03,,Assigned
11379,EMP0054247,PRJ00180,100,2025-08-26,,Assigned
11380,EMP0026264,PRJ00241,70,2025-11-19,,Assigned
11381,EMP0026264,PRJ00237,30,2026-07-24,,Assigned
11382,EMP0051879,PRJ00256,100,2025-07-06,,Assigned
11383,EMP0007902,PRJ00184,100,2025-10-08,,Assigned
11384,EMP0078307,PRJ00289,40,2025-11-09,,Assigned
11385,EMP0078307,PRJ00277,30,2025-10-07,,Assigned
11386,EMP0078307,PRJ00282,30,2025-07-08,,Assigned
11387,EMP0038511,PRJ00220,100,2025-04-20,,Assigned
11388,EMP0026220,PRJ00307,100,2025-08-21,,Assigned
11389,EMP0001712,PRJ00316,100,2025-11-05,,Assigned
11390,EMP0075155,PRJ00073,100,2026-05-09,,Assigned
11391,EMP0011985,PRJ00340,100,2025-12-07,,Assigned
11392,EMP0066937,PRJ00349,100,2025-11-15,,Assigned
11393,EMP0094563,PRJ00347,50,2025-08-07,,Assigned
11394,EMP0094563,PRJ00363,25,2026-01-23,,Assigned
11395,EMP0094563,PRJ00135,25,2026-04-21,,Assigned
11396,EMP0026449,PRJ00251,100,2025-11-04,,Assigned
11397,EMP0061742,PRJ00230,100,2025-09-03,,Assigned
11398,EMP0090829,PRJ00438,60,2025-11-25,,Assigned
11399,EMP0090829,PRJ00409,40,2025-12-19,,Assigned
11400,EMP0034332,PRJ00390,100,2026-05-27,,Assigned
11401,EMP0073977,PRJ00380,100,2025-08-12,,Assigned
11402,EMP0031320,PRJ00572,70,2025-06-28,,Assigned
11403,EMP0031320,PRJ00176,30,2026-05-19,,Assigned
11404,EMP0070156,PRJ00405,70,2025-12-12,,Assigned
11405,EMP0070156,PRJ00527,30,2025-08-20,,Assigned
11406,EMP0017436,PRJ00377,100,2025-07-07,,Assigned
11407,EMP0016946,PRJ00557,50,2026-06-04,,Assigned
11408,EMP0016946,PRJ00524,30,2025-06-13,,Assigned
11409,EMP0016946,PRJ00589,20,2025-05-29,,Assigned
11410,EMP0059401,PRJ00427,100,2025-05-11,,Assigned
11411,EMP0020322,PRJ00644,100,2025-08-08,,Assigned
11412,EMP0015434,PRJ00583,100,2026-04-23,,Assigned
11413,EMP0025301,PRJ00692,50,2026-08-14,,Assigned
11414,EMP0025301,PRJ00695,50,2025-10-11,,Assigned
11415,EMP0021511,PRJ00318,60,2025-08-11,,Assigned
11416,EMP0021511,PRJ00606,40,2025-07-01,,Assigned
11417,EMP0090572,PRJ00698,100,2025-06-20,,Assigned
11418,EMP0084389,PRJ00733,100,2026-03-23,,Assigned
11419,EMP0062614,PRJ00740,100,2026-04-20,,Assigned
11420,EMP0081290,PRJ00678,100,2026-06-18,,Assigned
11421,EMP0070588,PRJ00716,100,2026-06-23,,Assigned
11422,EMP0042208,PRJ00630,100,2025-07-18,,Assigned
11423,EMP0072993,PRJ00683,100,2025-11-19,,Assigned
11424,EMP0082859,PRJ00664,100,2026-05-01,,Assigned
11425,EMP0062284,PRJ00466,100,2025-04-11,,Assigned
11426,EMP0037024,PRJ00745,100,2025-11-14,,Assigned
11427,EMP0084691,PRJ00829,100,2025-12-22,,Assigned
11428,EMP0074046,PRJ00835,100,2025-11-03,,Assigned
11429,EMP0037972,PRJ00854,100,2026-01-27,,Assigned
11430,EMP0047727,PRJ00843,100,2025-03-31,,Assigned
11431,EMP0076040,PRJ00779,100,2026-08-03,,Assigned
11432,EMP0077463,PRJ00710,100,2026-05-15,,Assigned
11433,EMP0060566,PRJ00849,100,2025-05-30,,Assigned
11434,EMP0075999,PRJ00871,100,2026-04-17,,Assigned
11435,EMP0041066,PRJ00763,100,2025-11-11,,Assigned
11436,EMP0056539,PRJ00880,100,2026-03-01,,Assigned
11437,EMP0044641,PRJ00894,70,2026-05-28,,Assigned
11438,EMP0044641,PRJ00585,30,2026-06-30,,Assigned
11439,EMP0065458,PRJ00966,100,2025-06-17,,Assigned
11440,EMP0014805,PRJ00954,100,2025-05-21,,Assigned
11441,EMP0096610,PRJ00869,100,2026-05-10,,Assigned
11442,EMP0043428,PRJ00991,100,2025-09-26,,Assigned
11443,EMP0054919,PRJ00995,100,2025-08-17,,Assigned
11444,EMP0043948,PRJ00887,100,2026-01-02,,Assigned
11445,EMP0031406,PRJ00994,100,2025-08-06,,Assigned
11446,EMP0027941,PRJ00784,50,2025-06-20,,Assigned
11447,EMP0027941,PRJ00001,50,2026-08-02,,Assigned
11448,EMP0013382,PRJ00056,100,2026-03-14,,Assigned
11449,EMP0094893,PRJ00836,100,2025-08-01,,Assigned
11450,EMP0059321,PRJ00047,100,2025-11-30,,Assigned
11451,EMP0075825,PRJ00120,100,2026-02-21,,Assigned
11452,EMP0023944,PRJ00901,40,2025-06-19,,Assigned
11453,EMP0023944,PRJ00908,30,2025-11-06,,Assigned
11454,EMP0023944,PRJ00136,30,2025-03-26,,Assigned
11455,EMP0096404,PRJ00041,100,2025-12-31,,Assigned
11456,EMP0030717,PRJ00176,50,2026-05-19,,Assigned
11457,EMP0030717,PRJ00051,50,2026-04-14,,Assigned
11458,EMP0061480,PRJ00177,100,2025-12-03,,Assigned
11459,EMP0037720,PRJ00009,100,2025-05-18,,Assigned
11460,EMP0083710,PRJ00180,100,2025-08-26,,Assigned
11461,EMP0042908,PRJ00184,70,2025-10-08,,Assigned
11462,EMP0042908,PRJ00201,30,2025-04-16,,Assigned
11463,EMP0058148,PRJ00209,40,2025-12-26,,Assigned
11464,EMP0058148,PRJ00152,30,2025-03-27,,Assigned
11465,EMP0058148,PRJ00157,30,2025-05-04,,Assigned
11466,EMP0009188,PRJ00135,100,2026-04-21,,Assigned
11467,EMP0079128,PRJ00248,100,2025-07-03,,Assigned
11468,EMP0085408,PRJ00237,100,2026-07-24,,Assigned
11469,EMP0048265,PRJ00073,100,2026-05-09,,Assigned
11470,EMP0010602,PRJ00862,100,2026-08-10,,Assigned
11471,EMP0092922,PRJ00282,70,2025-07-08,,Assigned
11472,EMP0092922,PRJ00825,30,2026-02-05,,Assigned
11473,EMP0089595,PRJ00256,60,2025-07-06,,Assigned
11474,EMP0089595,PRJ00316,40,2025-11-05,,Assigned
11475,EMP0033072,PRJ00307,40,2025-08-21,,Assigned
11476,EMP0033072,PRJ00220,30,2025-04-20,,Assigned
11477,EMP0033072,PRJ00230,30,2025-09-03,,Assigned
11478,EMP0055719,PRJ00289,100,2025-11-09,,Assigned
11479,EMP0054595,PRJ00347,100,2025-08-07,,Assigned
11480,EMP0048078,PRJ00340,70,2025-12-07,,Assigned
11481,EMP0048078,PRJ00363,30,2026-01-23,,Assigned
11482,EMP0023577,PRJ00390,70,2026-05-27,,Assigned
11483,EMP0023577,PRJ00409,30,2025-12-19,,Assigned
11484,EMP0086381,PRJ00405,100,2025-12-12,,Assigned
11485,EMP0014018,PRJ00277,100,2025-10-07,,Assigned
11486,EMP0067388,PRJ00466,100,2025-04-11,,Assigned
11487,EMP0057230,PRJ00438,100,2025-11-25,,Assigned
11488,EMP0005973,PRJ00241,100,2025-11-19,,Assigned
11489,EMP0049209,PRJ00318,60,2025-08-11,,Assigned
11490,EMP0049209,PRJ00527,40,2025-08-20,,Assigned
11491,EMP0085384,PRJ00557,100,2026-06-04,,Assigned
11492,EMP0064762,PRJ00427,100,2025-05-11,,Assigned
11493,EMP0026268,PRJ00084,100,2025-07-17,,Assigned
11494,EMP0026906,PRJ00585,100,2026-06-30,,Assigned
11495,EMP0039460,PRJ00572,100,2025-06-28,,Assigned
11496,EMP0066512,PRJ00524,100,2025-06-13,,Assigned
11497,EMP0009389,PRJ00644,100,2025-08-08,,Assigned
11498,EMP0099781,PRJ00678,100,2026-06-18,,Assigned
11499,EMP0070819,PRJ00589,50,2025-05-29,,Assigned
11500,EMP0070819,PRJ00251,50,2025-11-04,,Assigned
11501,EMP0082072,PRJ00380,100,2025-08-12,,Assigned
11502,EMP0068453,PRJ00683,100,2025-11-19,,Assigned
11503,EMP0099133,PRJ00377,100,2025-07-07,,Assigned
11504,EMP0065533,PRJ00695,100,2025-10-11,,Assigned
11505,EMP0035897,PRJ00692,70,2026-08-14,,Assigned
11506,EMP0035897,PRJ00583,30,2026-04-23,,Assigned
11507,EMP0028049,PRJ00698,40,2025-06-20,,Assigned
11508,EMP0028049,PRJ00733,30,2026-03-23,,Assigned
11509,EMP0028049,PRJ00745,30,2025-11-14,,Assigned
11510,EMP0098038,PRJ00779,100,2026-08-03,,Assigned
11511,EMP0067535,PRJ00785,100,2026-02-20,,Assigned
11512,EMP0099328,PRJ00349,100,2025-11-15,,Assigned
11513,EMP0061237,PRJ00630,60,2025-07-18,,Assigned
11514,EMP0061237,PRJ00784,40,2025-06-20,,Assigned
11515,EMP0060320,PRJ00740,100,2026-04-20,,Assigned
11516,EMP0017006,PRJ00829,100,2025-12-22,,Assigned
11517,EMP0090081,PRJ00849,50,2025-05-30,,Assigned
11518,EMP0090081,PRJ00835,50,2025-11-03,,Assigned
11519,EMP0032465,PRJ00862,100,2026-08-10,,Assigned
11520,EMP0010915,PRJ00869,100,2026-05-10,,Assigned
11521,EMP0050040,PRJ00843,100,2025-03-31,,Assigned
11522,EMP0079810,PRJ00871,100,2026-04-17,,Assigned
11523,EMP0025123,PRJ00606,100,2025-07-01,,Assigned
11524,EMP0089944,PRJ00710,100,2026-05-15,,Assigned
11525,EMP0001338,PRJ00894,50,2026-05-28,,Assigned
11526,EMP0001338,PRJ00887,30,2026-01-02,,Assigned
11527,EMP0001338,PRJ00854,20,2026-01-27,,Assigned
11528,EMP0026236,PRJ00908,60,2025-11-06,,Assigned
11529,EMP0026236,PRJ00825,40,2026-02-05,,Assigned
11530,EMP0040284,PRJ00954,100,2025-05-21,,Assigned
11531,EMP0092636,PRJ00994,100,2025-08-06,,Assigned
11532,EMP0017904,PRJ00664,70,2026-05-01,,Assigned
11533,EMP0017904,PRJ00836,30,2025-08-01,,Assigned
11534,EMP0039123,PRJ00716,100,2026-06-23,,Assigned
11535,EMP0081066,PRJ00041,100,2025-12-31,,Assigned
11536,EMP0092111,PRJ00001,60,2026-08-02,,Assigned
11537,EMP0092111,PRJ00056,40,2026-03-14,,Assigned
11538,EMP0096594,PRJ00073,100,2026-05-09,,Assigned
11539,EMP0080175,PRJ00051,100,2026-04-14,,Assigned
11540,EMP0060163,PRJ00084,100,2025-07-17,,Assigned
11541,EMP0009495,PRJ00763,100,2025-11-11,,Assigned
11542,EMP0084105,PRJ00995,60,2025-08-17,,Assigned
11543,EMP0084105,PRJ00047,40,2025-11-30,,Assigned
11544,EMP0037178,PRJ00120,100,2026-02-21,,Assigned
11545,EMP0065777,PRJ00991,60,2025-09-26,,Assigned
11546,EMP0065777,PRJ00157,40,2025-05-04,,Assigned
11547,EMP0090803,PRJ00176,40,2026-05-19,,Assigned
11548,EMP0090803,PRJ00966,30,2025-06-17,,Assigned
11549,EMP0090803,PRJ00177,30,2025-12-03,,Assigned
11550,EMP0041029,PRJ00136,100,2025-03-26,,Assigned
11551,EMP0082487,PRJ00880,100,2026-03-01,,Assigned
11552,EMP0088966,PRJ00201,100,2025-04-16,,Assigned
11553,EMP0021379,PRJ00009,100,2025-05-18,,Assigned
11554,EMP0031058,PRJ00220,100,2025-04-20,,Assigned
11555,EMP0038349,PRJ00180,60,2025-08-26,,Assigned
11556,EMP0038349,PRJ00237,40,2026-07-24,,Assigned
11557,EMP0080985,PRJ00241,50,2025-11-19,,Assigned
11558,EMP0080985,PRJ00184,50,2025-10-08,,Assigned
11559,EMP0040298,PRJ00135,100,2026-04-21,,Assigned
11560,EMP0043883,PRJ00289,100,2025-11-09,,Assigned
11561,EMP0077096,PRJ00901,100,2025-06-19,,Assigned
11562,EMP0044724,PRJ00251,40,2025-11-04,,Assigned
11563,EMP0044724,PRJ00256,30,2025-07-06,,Assigned
11564,EMP0044724,PRJ00307,30,2025-08-21,,Assigned
11565,EMP0096423,PRJ00318,100,2025-08-11,,Assigned
11566,EMP0041227,PRJ00316,60,2025-11-05,,Assigned
11567,EMP0041227,PRJ00340,40,2025-12-07,,Assigned
11568,EMP0022652,PRJ00209,60,2025-12-26,,Assigned
