ReviewID,EmployeeID,ReviewDate,PerformanceScore,PerformanceRating
REV00014242,EMP0005354,2024-12-31,3.5,3
REV00014243,EMP0005354,2025-12-31,3.3,3
REV00014244,EMP0005355,2024-12-31,4.5,4
REV00014245,EMP0005355,2025-12-31,4.2,4
REV00014246,EMP0005356,2023-12-31,4.1,4
REV00014247,EMP0005356,2024-12-31,3.7,3
REV00014248,EMP0005356,2025-12-31,4.0,4
REV00014249,EMP0005357,2023-12-31,4.1,4
REV00014250,EMP0005357,2024-12-31,4.2,4
REV00014251,EMP0005357,2025-12-31,4.1,4
REV00014252,EMP0005358,2023-12-31,4.5,4
REV00014253,EMP0005358,2024-12-31,4.3,4
REV00014254,EMP0005358,2025-12-31,4.1,4
REV00014255,EMP0005359,2023-12-31,3.6,3
REV00014256,EMP0005359,2024-12-31,3.3,3
REV00014257,EMP0005359,2025-12-31,3.0,3
REV00014258,EMP0005360,2023-12-31,4.4,4
REV00014259,EMP0005360,2024-12-31,4.9,4
REV00014260,EMP0005360,2025-12-31,4.6,4
REV00014261,EMP0005361,2023-12-31,3.6,3
REV00014262,EMP0005361,2024-12-31,3.1,3
REV00014263,EMP0005361,2025-12-31,3.5,3
REV00014264,EMP0005362,2023-12-31,3.5,3
REV00014265,EMP0005362,2024-12-31,3.1,3
REV00014266,EMP0005362,2025-12-31,3.6,3
REV00014267,EMP0005363,2023-12-31,3.8,3
REV00014268,EMP0005363,2024-12-31,3.5,3
REV00014269,EMP0005363,2025-12-31,3.6,3
REV00014270,EMP0005364,2023-12-31,3.9,3
REV00014271,EMP0005364,2024-12-31,4.0,4
REV00014272,EMP0005364,2025-12-31,3.6,3
REV00014273,EMP0005365,2024-12-31,3.8,3
REV00014274,EMP0005365,2025-12-31,4.2,4
REV00014275,EMP0005366,2025-12-31,4.1,4
REV00014276,EMP0005367,2023-12-31,3.7,3
REV00014277,EMP0005367,2024-12-31,4.0,4
REV00014278,EMP0005367,2025-12-31,3.8,3
REV00014279,EMP0005368,2025-12-31,3.7,3
REV00014280,EMP0005369,2023-12-31,4.2,4
REV00014281,EMP0005369,2024-12-31,4.3,4
REV00014282,EMP0005369,2025-12-31,3.9,3
REV00014283,EMP0005370,2023-12-31,4.2,4
REV00014284,EMP0005370,2024-12-31,4.4,4
REV00014285,EMP0005370,2025-12-31,4.6,4
REV00014286,EMP0005371,2023-12-31,4.4,4
REV00014287,EMP0005371,2024-12-31,4.6,4
REV00014288,EMP0005371,2025-12-31,4.3,4
REV00014289,EMP0005372,2023-12-31,3.8,3
REV00014290,EMP0005372,2024-12-31,3.3,3
REV00014291,EMP0005372,2025-12-31,3.3,3
REV00014292,EMP0005373,2023-12-31,3.7,3
REV00014293,EMP0005373,2024-12-31,3.3,3
REV00014294,EMP0005373,2025-12-31,3.6,3
REV00014295,EMP0005374,2023-12-31,3.6,3
REV00014296,EMP0005374,2024-12-31,3.3,3
REV00014297,EMP0005374,2025-12-31,3.7,3
REV00014298,EMP0005375,2023-12-31,3.7,3
REV00014299,EMP0005375,2024-12-31,3.5,3
REV00014300,EMP0005375,2025-12-31,3.3,3
REV00014301,EMP0005376,2023-12-31,4.7,4
REV00014302,EMP0005376,2024-12-31,4.3,4
REV00014303,EMP0005376,2025-12-31,4.4,4
REV00014304,EMP0005377,2025-12-31,3.3,3
REV00014305,EMP0005378,2023-12-31,3.9,3
REV00014306,EMP0005378,2024-12-31,3.4,3
REV00014307,EMP0005378,2025-12-31,3.6,3
REV00014308,EMP0005379,2023-12-31,3.7,3
REV00014309,EMP0005379,2024-12-31,4.0,4
REV00014310,EMP0005379,2025-12-31,4.1,4
REV00014311,EMP0005380,2023-12-31,4.5,4
REV00014312,EMP0005380,2024-12-31,4.6,4
REV00014313,EMP0005380,2025-12-31,4.7,4
REV00014314,EMP0005381,2023-12-31,3.8,3
REV00014315,EMP0005381,2024-12-31,3.8,3
REV00014316,EMP0005381,2025-12-31,3.6,3
REV00014317,EMP0005382,2023-12-31,4.9,4
REV00014318,EMP0005382,2024-12-31,4.9,4
REV00014319,EMP0005382,2025-12-31,5.0,4
REV00014320,EMP0005383,2023-12-31,4.4,4
REV00014321,EMP0005383,2024-12-31,4.4,4
REV00014322,EMP0005383,2025-12-31,4.1,4
REV00014323,EMP0005384,2023-12-31,3.9,3
REV00014324,EMP0005384,2024-12-31,3.7,3
REV00014325,EMP0005384,2025-12-31,3.8,3
REV00014326,EMP0005385,2025-12-31,3.7,3
REV00014327,EMP0005386,2023-12-31,4.4,4
REV00014328,EMP0005386,2024-12-31,4.8,4
REV00014329,EMP0005386,2025-12-31,5.0,4
REV00014330,EMP0005387,2023-12-31,4.1,4
REV00014331,EMP0005387,2024-12-31,4.0,4
REV00014332,EMP0005387,2025-12-31,3.5,3
REV00014333,EMP0005388,2023-12-31,4.0,4
REV00014334,EMP0005388,2024-12-31,4.3,4
REV00014335,EMP0005388,2025-12-31,4.4,4
REV00014336,EMP0005389,2023-12-31,3.5,3
REV00014337,EMP0005389,2024-12-31,4.0,4
REV00014338,EMP0005389,2025-12-31,4.0,4
REV00014339,EMP0005390,2024-12-31,3.7,3
REV00014340,EMP0005390,2025-12-31,3.4,3
REV00014341,EMP0005391,2023-12-31,4.2,4
REV00014342,EMP0005391,2024-12-31,4.5,4
REV00014343,EMP0005391,2025-12-31,4.2,4
REV00014344,EMP0005392,2023-12-31,4.5,4
REV00014345,EMP0005392,2024-12-31,4.7,4
REV00014346,EMP0005392,2025-12-31,5.0,4
REV00014347,EMP0005393,2023-12-31,4.3,4
REV00014348,EMP0005393,2024-12-31,4.5,4
REV00014349,EMP0005393,2025-12-31,4.6,4
REV00014350,EMP0005394,2023-12-31,4.0,4
REV00014351,EMP0005394,2024-12-31,4.3,4
REV00014352,EMP0005394,2025-12-31,4.6,4
REV00014353,EMP0005395,2025-12-31,4.3,4
REV00014354,EMP0005396,2023-12-31,5.0,4
REV00014355,EMP0005396,2024-12-31,5.0,4
REV00014356,EMP0005396,2025-12-31,5.0,4
REV00014357,EMP0005397,2023-12-31,3.4,3
REV00014358,EMP0005397,2024-12-31,3.3,3
REV00014359,EMP0005397,2025-12-31,2.8,2
REV00014360,EMP0005398,2023-12-31,3.6,3
REV00014361,EMP0005398,2024-12-31,3.1,3
REV00014362,EMP0005398,2025-12-31,3.4,3
REV00014363,EMP0005399,2023-12-31,3.9,3
REV00014364,EMP0005399,2024-12-31,4.0,4
REV00014365,EMP0005399,2025-12-31,4.5,4
REV00014366,EMP0005400,2023-12-31,4.4,4
REV00014367,EMP0005400,2024-12-31,4.8,4
REV00014368,EMP0005400,2025-12-31,5.0,4
REV00014369,EMP0005401,2023-12-31,3.6,3
REV00014370,EMP0005401,2024-12-31,3.2,3
REV00014371,EMP0005401,2025-12-31,2.8,2
REV00014372,EMP0005402,2023-12-31,3.7,3
REV00014373,EMP0005402,2024-12-31,3.5,3
REV00014374,EMP0005402,2025-12-31,3.5,3
REV00014375,EMP0005403,2023-12-31,4.7,4
REV00014376,EMP0005403,2024-12-31,4.4,4
REV00014377,EMP0005403,2025-12-31,4.5,4
REV00014378,EMP0005404,2023-12-31,4.0,4
REV00014379,EMP0005404,2024-12-31,3.7,3
REV00014380,EMP0005404,2025-12-31,3.6,3
REV00014381,EMP0005405,2023-12-31,4.0,4
REV00014382,EMP0005405,2024-12-31,3.9,3
REV00014383,EMP0005405,2025-12-31,3.5,3
REV00014384,EMP0005406,2023-12-31,4.5,4
REV00014385,EMP0005406,2024-12-31,4.4,4
REV00014386,EMP0005406,2025-12-31,4.4,4
REV00014387,EMP0005407,2023-12-31,3.6,3
REV00014388,EMP0005407,2024-12-31,3.6,3
REV00014389,EMP0005407,2025-12-31,3.5,3
REV00014390,EMP0005408,2024-12-31,4.0,4
REV00014391,EMP0005408,2025-12-31,4.1,4
REV00014392,EMP0005409,2023-12-31,3.9,3
REV00014393,EMP0005409,2024-12-31,3.9,3
REV00014394,EMP0005409,2025-12-31,4.1,4
REV00014395,EMP0005410,2025-12-31,3.7,3
REV00014396,EMP0005411,2023-12-31,3.6,3
REV00014397,EMP0005411,2024-12-31,3.7,3
REV00014398,EMP0005411,2025-12-31,3.9,3
REV00014399,EMP0005412,2025-12-31,4.2,4
REV00014400,EMP0005413,2023-12-31,3.4,3
REV00014401,EMP0005413,2024-12-31,3.5,3
REV00014402,EMP0005413,2025-12-31,3.9,3
REV00014403,EMP0005414,2023-12-31,3.6,3
REV00014404,EMP0005414,2024-12-31,3.2,3
REV00014405,EMP0005414,2025-12-31,2.9,2
REV00014406,EMP0005415,2023-12-31,3.4,3
REV00014407,EMP0005415,2024-12-31,3.2,3
REV00014408,EMP0005415,2025-12-31,3.6,3
REV00014409,EMP0005416,2023-12-31,3.5,3
REV00014410,EMP0005416,2024-12-31,3.4,3
REV00014411,EMP0005416,2025-12-31,3.8,3
REV00014412,EMP0005417,2023-12-31,4.8,4
REV00014413,EMP0005417,2024-12-31,4.5,4
REV00014414,EMP0005417,2025-12-31,4.7,4
REV00014415,EMP0005418,2023-12-31,3.6,3
REV00014416,EMP0005418,2024-12-31,3.9,3
REV00014417,EMP0005418,2025-12-31,4.2,4
REV00014418,EMP0005419,2023-12-31,3.9,3
REV00014419,EMP0005419,2024-12-31,4.4,4
REV00014420,EMP0005419,2025-12-31,4.1,4
REV00014421,EMP0005420,2023-12-31,4.2,4
REV00014422,EMP0005420,2024-12-31,4.3,4
REV00014423,EMP0005420,2025-12-31,4.0,4
REV00014424,EMP0005421,2023-12-31,5.0,4
REV00014425,EMP0005421,2024-12-31,4.5,4
REV00014426,EMP0005421,2025-12-31,4.4,4
REV00014427,EMP0005422,2023-12-31,4.2,4
REV00014428,EMP0005422,2024-12-31,4.1,4
REV00014429,EMP0005422,2025-12-31,4.5,4
REV00014430,EMP0005423,2024-12-31,3.4,3
REV00014431,EMP0005423,2025-12-31,3.9,3
REV00014432,EMP0005424,2023-12-31,4.1,4
REV00014433,EMP0005424,2024-12-31,3.9,3
REV00014434,EMP0005424,2025-12-31,4.3,4
REV00014435,EMP0005425,2023-12-31,4.8,4
REV00014436,EMP0005425,2024-12-31,4.4,4
REV00014437,EMP0005425,2025-12-31,4.7,4
REV00014438,EMP0005426,2023-12-31,3.9,3
REV00014439,EMP0005426,2024-12-31,3.8,3
REV00014440,EMP0005426,2025-12-31,3.3,3
REV00014441,EMP0005427,2025-12-31,3.6,3
REV00014442,EMP0005428,2023-12-31,4.1,4
REV00014443,EMP0005428,2024-12-31,3.7,3
REV00014444,EMP0005428,2025-12-31,3.6,3
REV00014445,EMP0005429,2023-12-31,4.4,4
REV00014446,EMP0005429,2024-12-31,4.7,4
REV00014447,EMP0005429,2025-12-31,4.4,4
REV00014448,EMP0005430,2023-12-31,4.4,4
REV00014449,EMP0005430,2024-12-31,4.8,4
REV00014450,EMP0005430,2025-12-31,4.6,4
REV00014451,EMP0005431,2023-12-31,4.4,4
REV00014452,EMP0005431,2024-12-31,4.6,4
REV00014453,EMP0005431,2025-12-31,4.2,4
REV00014454,EMP0005432,2024-12-31,4.0,4
REV00014455,EMP0005432,2025-12-31,3.6,3
REV00014456,EMP0005433,2023-12-31,4.7,4
REV00014457,EMP0005433,2024-12-31,5.0,4
REV00014458,EMP0005433,2025-12-31,5.0,4
REV00014459,EMP0005434,2023-12-31,3.9,3
REV00014460,EMP0005434,2024-12-31,3.6,3
REV00014461,EMP0005434,2025-12-31,3.7,3
REV00014462,EMP0005435,2023-12-31,3.6,3
REV00014463,EMP0005435,2024-12-31,4.0,4
REV00014464,EMP0005435,2025-12-31,4.2,4
REV00014465,EMP0005436,2023-12-31,3.7,3
REV00014466,EMP0005436,2024-12-31,3.7,3
REV00014467,EMP0005436,2025-12-31,3.3,3
REV00014468,EMP0005437,2023-12-31,3.9,3
REV00014469,EMP0005437,2024-12-31,3.7,3
REV00014470,EMP0005437,2025-12-31,3.4,3
REV00014471,EMP0005438,2023-12-31,4.2,4
REV00014472,EMP0005438,2024-12-31,4.0,4
REV00014473,EMP0005438,2025-12-31,4.1,4
REV00014474,EMP0005439,2023-12-31,4.5,4
REV00014475,EMP0005439,2024-12-31,4.4,4
REV00014476,EMP0005439,2025-12-31,4.7,4
REV00014477,EMP0005440,2024-12-31,3.4,3
REV00014478,EMP0005440,2025-12-31,3.1,3
REV00014479,EMP0005441,2023-12-31,5.0,4
REV00014480,EMP0005441,2024-12-31,4.8,4
REV00014481,EMP0005441,2025-12-31,4.3,4
REV00014482,EMP0005442,2023-12-31,4.2,4
REV00014483,EMP0005442,2024-12-31,4.3,4
REV00014484,EMP0005442,2025-12-31,4.0,4
REV00014485,EMP0005443,2023-12-31,4.4,4
REV00014486,EMP0005443,2024-12-31,4.2,4
REV00014487,EMP0005443,2025-12-31,3.9,3
REV00014488,EMP0005444,2023-12-31,4.0,4
REV00014489,EMP0005444,2024-12-31,3.7,3
REV00014490,EMP0005444,2025-12-31,3.3,3
REV00014491,EMP0005445,2024-12-31,5.0,4
REV00014492,EMP0005445,2025-12-31,5.0,4
REV00014493,EMP0005446,2024-12-31,3.6,3
REV00014494,EMP0005446,2025-12-31,4.1,4
REV00014495,EMP0005447,2023-12-31,3.7,3
REV00014496,EMP0005447,2024-12-31,3.6,3
REV00014497,EMP0005447,2025-12-31,3.2,3
REV00014498,EMP0005448,2023-12-31,3.7,3
REV00014499,EMP0005448,2024-12-31,3.4,3
REV00014500,EMP0005448,2025-12-31,3.6,3
REV00014501,EMP0005449,2023-12-31,3.8,3
REV00014502,EMP0005449,2024-12-31,4.1,4
REV00014503,EMP0005449,2025-12-31,4.3,4
REV00014504,EMP0005450,2023-12-31,5.0,4
REV00014505,EMP0005450,2024-12-31,5.0,4
REV00014506,EMP0005450,2025-12-31,5.0,4
REV00014507,EMP0005451,2023-12-31,4.3,4
REV00014508,EMP0005451,2024-12-31,4.6,4
REV00014509,EMP0005451,2025-12-31,4.2,4
REV00014510,EMP0005452,2023-12-31,3.9,3
REV00014511,EMP0005452,2024-12-31,3.4,3
REV00014512,EMP0005452,2025-12-31,3.8,3
REV00014513,EMP0005453,2023-12-31,4.3,4
REV00014514,EMP0005453,2024-12-31,4.0,4
REV00014515,EMP0005453,2025-12-31,3.5,3
REV00014516,EMP0005454,2023-12-31,5.0,4
REV00014517,EMP0005454,2024-12-31,5.0,4
REV00014518,EMP0005454,2025-12-31,4.5,4
REV00014519,EMP0005455,2024-12-31,4.3,4
REV00014520,EMP0005455,2025-12-31,3.9,3
REV00014521,EMP0005456,2023-12-31,3.4,3
REV00014522,EMP0005456,2024-12-31,3.3,3
REV00014523,EMP0005456,2025-12-31,3.0,3
REV00014524,EMP0005457,2025-12-31,3.9,3
REV00014525,EMP0005458,2024-12-31,4.3,4
REV00014526,EMP0005458,2025-12-31,3.8,3
REV00014527,EMP0005459,2025-12-31,4.2,4
REV00014528,EMP0005460,2023-12-31,3.8,3
REV00014529,EMP0005460,2024-12-31,3.8,3
REV00014530,EMP0005460,2025-12-31,4.3,4
REV00014531,EMP0005461,2023-12-31,4.2,4
REV00014532,EMP0005461,2024-12-31,4.7,4
REV00014533,EMP0005461,2025-12-31,4.8,4
REV00014534,EMP0005462,2023-12-31,4.0,4
REV00014535,EMP0005462,2024-12-31,4.1,4
REV00014536,EMP0005462,2025-12-31,3.7,3
REV00014537,EMP0005463,2023-12-31,3.7,3
REV00014538,EMP0005463,2024-12-31,3.5,3
REV00014539,EMP0005463,2025-12-31,3.1,3
REV00014540,EMP0005464,2023-12-31,5.0,4
REV00014541,EMP0005464,2024-12-31,5.0,4
REV00014542,EMP0005464,2025-12-31,5.0,4
REV00014543,EMP0005465,2023-12-31,4.2,4
REV00014544,EMP0005465,2024-12-31,4.5,4
REV00014545,EMP0005465,2025-12-31,4.1,4
REV00014546,EMP0005466,2023-12-31,4.1,4
REV00014547,EMP0005466,2024-12-31,3.7,3
REV00014548,EMP0005466,2025-12-31,3.8,3
REV00014549,EMP0005467,2023-12-31,4.4,4
REV00014550,EMP0005467,2024-12-31,4.4,4
REV00014551,EMP0005467,2025-12-31,4.2,4
REV00014552,EMP0005468,2023-12-31,3.7,3
REV00014553,EMP0005468,2024-12-31,3.4,3
REV00014554,EMP0005468,2025-12-31,3.2,3
REV00014555,EMP0005469,2023-12-31,4.3,4
REV00014556,EMP0005469,2024-12-31,4.6,4
REV00014557,EMP0005469,2025-12-31,4.9,4
REV00014558,EMP0005470,2023-12-31,4.0,4
REV00014559,EMP0005470,2024-12-31,4.4,4
REV00014560,EMP0005470,2025-12-31,4.6,4
REV00014561,EMP0005471,2023-12-31,5.0,4
REV00014562,EMP0005471,2024-12-31,5.0,4
REV00014563,EMP0005471,2025-12-31,5.0,4
REV00014564,EMP0005472,2023-12-31,4.5,4
REV00014565,EMP0005472,2024-12-31,4.8,4
REV00014566,EMP0005472,2025-12-31,5.0,4
REV00014567,EMP0005473,2025-12-31,4.4,4
REV00014568,EMP0005474,2023-12-31,4.5,4
REV00014569,EMP0005474,2024-12-31,4.6,4
REV00014570,EMP0005474,2025-12-31,4.8,4
REV00014571,EMP0005475,2023-12-31,3.6,3
REV00014572,EMP0005475,2024-12-31,3.4,3
REV00014573,EMP0005475,2025-12-31,3.8,3
REV00014574,EMP0005476,2024-12-31,3.4,3
REV00014575,EMP0005476,2025-12-31,3.5,3
REV00014576,EMP0005477,2024-12-31,4.2,4
REV00014577,EMP0005477,2025-12-31,4.3,4
REV00014578,EMP0005478,2023-12-31,5.0,4
REV00014579,EMP0005478,2024-12-31,4.9,4
REV00014580,EMP0005478,2025-12-31,5.0,4
REV00014581,EMP0005479,2023-12-31,4.0,4
REV00014582,EMP0005479,2024-12-31,3.9,3
REV00014583,EMP0005479,2025-12-31,4.3,4
REV00014584,EMP0005480,2023-12-31,3.8,3
REV00014585,EMP0005480,2024-12-31,3.8,3
REV00014586,EMP0005480,2025-12-31,3.3,3
REV00014587,EMP0005481,2023-12-31,3.5,3
REV00014588,EMP0005481,2024-12-31,4.0,4
REV00014589,EMP0005481,2025-12-31,3.7,3
REV00014590,EMP0005482,2025-12-31,4.8,4
REV00014591,EMP0005483,2023-12-31,3.5,3
REV00014592,EMP0005483,2024-12-31,3.6,3
REV00014593,EMP0005483,2025-12-31,3.5,3
REV00014594,EMP0005484,2023-12-31,4.3,4
REV00014595,EMP0005484,2024-12-31,4.1,4
REV00014596,EMP0005484,2025-12-31,4.2,4
REV00014597,EMP0005485,2025-12-31,4.3,4
REV00014598,EMP0005486,2024-12-31,3.7,3
REV00014599,EMP0005486,2025-12-31,3.5,3
REV00014600,EMP0005487,2024-12-31,3.9,3
REV00014601,EMP0005487,2025-12-31,3.9,3
REV00014602,EMP0005488,2023-12-31,3.8,3
REV00014603,EMP0005488,2024-12-31,3.3,3
REV00014604,EMP0005488,2025-12-31,3.2,3
REV00014605,EMP0005489,2023-12-31,4.5,4
REV00014606,EMP0005489,2024-12-31,4.4,4
REV00014607,EMP0005489,2025-12-31,4.1,4
REV00014608,EMP0005490,2025-12-31,3.8,3
REV00014609,EMP0005491,2023-12-31,3.6,3
REV00014610,EMP0005491,2024-12-31,3.7,3
REV00014611,EMP0005491,2025-12-31,3.5,3
REV00014612,EMP0005492,2023-12-31,3.9,3
REV00014613,EMP0005492,2024-12-31,4.4,4
REV00014614,EMP0005492,2025-12-31,4.3,4
REV00014615,EMP0005493,2023-12-31,3.9,3
REV00014616,EMP0005493,2024-12-31,4.2,4
REV00014617,EMP0005493,2025-12-31,4.4,4
REV00014618,EMP0005494,2023-12-31,3.8,3
REV00014619,EMP0005494,2024-12-31,4.3,4
REV00014620,EMP0005494,2025-12-31,4.3,4
REV00014621,EMP0005495,2024-12-31,3.7,3
REV00014622,EMP0005495,2025-12-31,3.5,3
REV00014623,EMP0005496,2023-12-31,3.6,3
REV00014624,EMP0005496,2024-12-31,3.4,3
REV00014625,EMP0005496,2025-12-31,3.2,3
REV00014626,EMP0005497,2023-12-31,4.0,4
REV00014627,EMP0005497,2024-12-31,4.3,4
REV00014628,EMP0005497,2025-12-31,4.6,4
REV00014629,EMP0005498,2023-12-31,3.7,3
REV00014630,EMP0005498,2024-12-31,3.6,3
REV00014631,EMP0005498,2025-12-31,3.3,3
REV00014632,EMP0005499,2025-12-31,4.3,4
REV00014633,EMP0005500,2024-12-31,3.5,3
REV00014634,EMP0005500,2025-12-31,3.6,3
REV00014635,EMP0005501,2023-12-31,4.0,4
REV00014636,EMP0005501,2024-12-31,4.4,4
REV00014637,EMP0005501,2025-12-31,4.1,4
REV00014638,EMP0005502,2024-12-31,3.8,3
REV00014639,EMP0005502,2025-12-31,3.8,3
REV00014640,EMP0005503,2023-12-31,4.6,4
REV00014641,EMP0005503,2024-12-31,4.2,4
REV00014642,EMP0005503,2025-12-31,4.5,4
REV00014643,EMP0005504,2023-12-31,5.0,4
REV00014644,EMP0005504,2024-12-31,5.0,4
REV00014645,EMP0005504,2025-12-31,5.0,4
REV00014646,EMP0005505,2023-12-31,4.0,4
REV00014647,EMP0005505,2024-12-31,4.4,4
REV00014648,EMP0005505,2025-12-31,4.7,4
REV00014649,EMP0005506,2023-12-31,3.9,3
REV00014650,EMP0005506,2024-12-31,3.6,3
REV00014651,EMP0005506,2025-12-31,3.3,3
REV00014652,EMP0005507,2023-12-31,4.4,4
REV00014653,EMP0005507,2024-12-31,4.6,4
REV00014654,EMP0005507,2025-12-31,4.2,4
REV00014655,EMP0005508,2023-12-31,3.6,3
REV00014656,EMP0005508,2024-12-31,3.7,3
REV00014657,EMP0005508,2025-12-31,4.1,4
REV00014658,EMP0005509,2023-12-31,4.3,4
REV00014659,EMP0005509,2024-12-31,4.2,4
REV00014660,EMP0005509,2025-12-31,3.8,3
REV00014661,EMP0005510,2023-12-31,3.7,3
REV00014662,EMP0005510,2024-12-31,4.2,4
REV00014663,EMP0005510,2025-12-31,4.5,4
REV00014664,EMP0005511,2023-12-31,3.7,3
REV00014665,EMP0005511,2024-12-31,4.2,4
REV00014666,EMP0005511,2025-12-31,4.1,4
REV00014667,EMP0005512,2023-12-31,3.7,3
REV00014668,EMP0005512,2024-12-31,3.4,3
REV00014669,EMP0005512,2025-12-31,3.7,3
REV00014670,EMP0005513,2023-12-31,3.5,3
REV00014671,EMP0005513,2024-12-31,3.4,3
REV00014672,EMP0005513,2025-12-31,3.3,3
REV00014673,EMP0005514,2023-12-31,3.7,3
REV00014674,EMP0005514,2024-12-31,3.8,3
REV00014675,EMP0005514,2025-12-31,3.5,3
REV00014676,EMP0005515,2023-12-31,4.3,4
REV00014677,EMP0005515,2024-12-31,4.6,4
REV00014678,EMP0005515,2025-12-31,5.0,4
REV00014679,EMP0005516,2023-12-31,3.5,3
REV00014680,EMP0005516,2024-12-31,3.3,3
REV00014681,EMP0005516,2025-12-31,3.3,3
REV00014682,EMP0005517,2025-12-31,4.9,4
REV00014683,EMP0005518,2025-12-31,4.8,4
REV00014684,EMP0005519,2023-12-31,4.1,4
REV00014685,EMP0005519,2024-12-31,4.2,4
REV00014686,EMP0005519,2025-12-31,4.5,4
REV00014687,EMP0005520,2023-12-31,3.8,3
REV00014688,EMP0005520,2024-12-31,4.1,4
REV00014689,EMP0005520,2025-12-31,4.2,4
REV00014690,EMP0005521,2024-12-31,3.7,3
REV00014691,EMP0005521,2025-12-31,3.4,3
REV00014692,EMP0005522,2023-12-31,4.1,4
REV00014693,EMP0005522,2024-12-31,3.9,3
REV00014694,EMP0005522,2025-12-31,4.3,4
REV00014695,EMP0005523,2023-12-31,4.1,4
REV00014696,EMP0005523,2024-12-31,3.7,3
REV00014697,EMP0005523,2025-12-31,3.6,3
REV00014698,EMP0005524,2024-12-31,3.8,3
REV00014699,EMP0005524,2025-12-31,3.6,3
REV00014700,EMP0005525,2023-12-31,3.5,3
REV00014701,EMP0005525,2024-12-31,3.3,3
REV00014702,EMP0005525,2025-12-31,3.5,3
REV00014703,EMP0005526,2023-12-31,3.7,3
REV00014704,EMP0005526,2024-12-31,3.8,3
REV00014705,EMP0005526,2025-12-31,3.9,3
REV00014706,EMP0005527,2023-12-31,3.9,3
REV00014707,EMP0005527,2024-12-31,3.8,3
REV00014708,EMP0005527,2025-12-31,3.6,3
REV00014709,EMP0005528,2023-12-31,3.8,3
REV00014710,EMP0005528,2024-12-31,4.0,4
REV00014711,EMP0005528,2025-12-31,4.1,4
REV00014712,EMP0005529,2023-12-31,4.3,4
REV00014713,EMP0005529,2024-12-31,4.4,4
REV00014714,EMP0005529,2025-12-31,4.5,4
REV00014715,EMP0005530,2023-12-31,4.3,4
REV00014716,EMP0005530,2024-12-31,4.0,4
REV00014717,EMP0005530,2025-12-31,4.0,4
REV00014718,EMP0005531,2023-12-31,5.0,4
REV00014719,EMP0005531,2024-12-31,5.0,4
REV00014720,EMP0005531,2025-12-31,5.0,4
REV00014721,EMP0005532,2025-12-31,3.5,3
REV00014722,EMP0005533,2025-12-31,3.9,3
REV00014723,EMP0005534,2023-12-31,4.4,4
REV00014724,EMP0005534,2024-12-31,3.9,3
REV00014725,EMP0005534,2025-12-31,4.2,4
REV00014726,EMP0005535,2023-12-31,4.1,4
REV00014727,EMP0005535,2024-12-31,3.8,3
REV00014728,EMP0005535,2025-12-31,4.0,4
REV00014729,EMP0005536,2023-12-31,4.0,4
REV00014730,EMP0005536,2024-12-31,4.4,4
REV00014731,EMP0005536,2025-12-31,4.2,4
REV00014732,EMP0005537,2023-12-31,4.1,4
REV00014733,EMP0005537,2024-12-31,4.0,4
REV00014734,EMP0005537,2025-12-31,3.9,3
REV00014735,EMP0005538,2023-12-31,5.0,4
REV00014736,EMP0005538,2024-12-31,5.0,4
REV00014737,EMP0005538,2025-12-31,5.0,4
REV00014738,EMP0005539,2023-12-31,5.0,4
REV00014739,EMP0005539,2024-12-31,4.6,4
REV00014740,EMP0005539,2025-12-31,4.7,4
REV00014741,EMP0005540,2023-12-31,4.1,4
REV00014742,EMP0005540,2024-12-31,3.8,3
REV00014743,EMP0005540,2025-12-31,4.0,4
REV00014744,EMP0005541,2023-12-31,4.4,4
REV00014745,EMP0005541,2024-12-31,4.8,4
REV00014746,EMP0005541,2025-12-31,4.6,4
REV00014747,EMP0005542,2023-12-31,3.9,3
REV00014748,EMP0005542,2024-12-31,4.2,4
REV00014749,EMP0005542,2025-12-31,4.0,4
REV00014750,EMP0005543,2023-12-31,4.1,4
REV00014751,EMP0005543,2024-12-31,3.9,3
REV00014752,EMP0005543,2025-12-31,3.6,3
REV00014753,EMP0005544,2023-12-31,4.4,4
REV00014754,EMP0005544,2024-12-31,3.9,3
REV00014755,EMP0005544,2025-12-31,3.5,3
REV00014756,EMP0005545,2025-12-31,4.2,4
REV00014757,EMP0005546,2024-12-31,4.2,4
REV00014758,EMP0005546,2025-12-31,3.8,3
REV00014759,EMP0005547,2023-12-31,4.1,4
REV00014760,EMP0005547,2024-12-31,4.0,4
REV00014761,EMP0005547,2025-12-31,3.7,3
REV00014762,EMP0005548,2023-12-31,4.5,4
REV00014763,EMP0005548,2024-12-31,4.8,4
REV00014764,EMP0005548,2025-12-31,4.4,4
REV00014765,EMP0005549,2023-12-31,3.9,3
REV00014766,EMP0005549,2024-12-31,3.4,3
REV00014767,EMP0005549,2025-12-31,3.1,3
REV00014768,EMP0005550,2023-12-31,4.5,4
REV00014769,EMP0005550,2024-12-31,4.2,4
REV00014770,EMP0005550,2025-12-31,4.2,4
REV00014771,EMP0005551,2024-12-31,4.8,4
REV00014772,EMP0005551,2025-12-31,5.0,4
REV00014773,EMP0005552,2023-12-31,5.0,4
REV00014774,EMP0005552,2024-12-31,5.0,4
REV00014775,EMP0005552,2025-12-31,4.9,4
REV00014776,EMP0005553,2023-12-31,4.0,4
REV00014777,EMP0005553,2024-12-31,4.5,4
REV00014778,EMP0005553,2025-12-31,4.6,4
